date,censoring,Share_of_Blocks
2023-08-31,non-censoring,61.02012166588676
2023-08-31,censoring,38.979878334113245
2023-09-01,non-censoring,60.71794871794872
2023-09-01,censoring,39.282051282051285
2023-09-02,non-censoring,60.61911600446784
2023-09-02,censoring,39.38088399553215
2023-09-03,non-censoring,61.98937098437376
2023-09-03,censoring,38.01062901562624
2023-09-04,non-censoring,61.79532351057014
2023-09-04,censoring,38.20467648942985
2023-09-05,non-censoring,62.00135226504395
2023-09-05,censoring,37.99864773495605
2023-09-06,non-censoring,62.08666767325985
2023-09-06,censoring,37.91333232674015
2023-09-07,non-censoring,62.674135770619884
2023-09-07,censoring,37.325864229380116
2023-09-08,non-censoring,62.028608582574776
2023-09-08,censoring,37.971391417425224
2023-09-09,non-censoring,61.82026768642448
2023-09-09,censoring,38.17973231357553
2023-09-10,non-censoring,61.75424413904608
2023-09-10,censoring,38.24575586095392
2023-09-11,non-censoring,62.32820680628273
2023-09-11,censoring,37.67179319371728
2023-09-12,non-censoring,62.90007042804602
2023-09-12,censoring,37.099929571953986
2023-09-13,non-censoring,61.36221945137157
2023-09-13,censoring,38.63778054862843
2023-09-14,non-censoring,63.65231259968102
2023-09-14,censoring,36.34768740031898
2023-09-15,non-censoring,62.100008183975774
2023-09-15,censoring,37.899991816024226
2023-09-16,non-censoring,61.344672657252886
2023-09-16,censoring,38.65532734274711
2023-09-17,non-censoring,61.041263700838165
2023-09-17,censoring,38.958736299161835
2023-09-18,non-censoring,62.87267204859723
2023-09-18,censoring,37.12732795140277
2023-09-19,non-censoring,61.355472180091006
2023-09-19,censoring,38.644527819908994
2023-09-20,non-censoring,60.36506915406883
2023-09-20,censoring,39.634930845931166
2023-09-21,non-censoring,62.00517363016383
2023-09-21,censoring,37.99482636983617
2023-09-22,non-censoring,62.56142266593869
2023-09-22,censoring,37.43857733406131
2023-09-23,non-censoring,61.01347623926235
2023-09-23,censoring,38.98652376073765
2023-09-24,non-censoring,59.33541700937654
2023-09-24,censoring,40.66458299062346
2023-09-25,non-censoring,60.9289839746197
2023-09-25,censoring,39.071016025380295
2023-09-26,non-censoring,62.858277094084954
2023-09-26,censoring,37.141722905915046
2023-09-27,non-censoring,65.1718519667934
2023-09-27,censoring,34.82814803320661
2023-09-28,non-censoring,67.02472158597267
2023-09-28,censoring,32.97527841402733
2023-09-29,non-censoring,69.60388035569927
2023-09-29,censoring,30.39611964430073
2023-09-30,non-censoring,68.34903002495372
2023-09-30,censoring,31.650969975046284
2023-10-01,non-censoring,65.33237456056249
2023-10-01,censoring,34.66762543943752
2023-10-02,non-censoring,66.53242045912204
2023-10-02,censoring,33.46757954087797
2023-10-03,non-censoring,68.4090909090909
2023-10-03,censoring,31.590909090909093
2023-10-04,non-censoring,69.1042345276873
2023-10-04,censoring,30.895765472312704
2023-10-05,non-censoring,70.06106618253837
2023-10-05,censoring,29.938933817461628
2023-10-06,non-censoring,70.22324359816152
2023-10-06,censoring,29.776756401838476
2023-10-07,non-censoring,71.15730888852512
2023-10-07,censoring,28.84269111147487
2023-10-08,non-censoring,70.85040144191382
2023-10-08,censoring,29.149598558086186
2023-10-09,non-censoring,70.0452116728319
2023-10-09,censoring,29.954788327168103
2023-10-10,non-censoring,72.33792671468838
2023-10-10,censoring,27.662073285311617
2023-10-11,non-censoring,72.0104909433653
2023-10-11,censoring,27.989509056634702
2023-10-12,non-censoring,70.42412514110627
2023-10-12,censoring,29.575874858893727
2023-10-13,non-censoring,69.1231417441768
2023-10-13,censoring,30.876858255823198
2023-10-14,non-censoring,68.73205741626795
2023-10-14,censoring,31.267942583732054
2023-10-15,non-censoring,67.7900194426442
2023-10-15,censoring,32.2099805573558
2023-10-16,non-censoring,67.90365604895653
2023-10-16,censoring,32.096343951043465
2023-10-17,non-censoring,68.70319274733939
2023-10-17,censoring,31.296807252660624
2023-10-18,non-censoring,69.28238278373293
2023-10-18,censoring,30.71761721626708
2023-10-19,non-censoring,69.1932335718933
2023-10-19,censoring,30.8067664281067
2023-10-20,non-censoring,68.04032967912299
2023-10-20,censoring,31.95967032087701
2023-10-21,non-censoring,68.07692307692308
2023-10-21,censoring,31.92307692307692
2023-10-22,non-censoring,68.85932495688594
2023-10-22,censoring,31.14067504311407
2023-10-23,non-censoring,68.82978723404256
2023-10-23,censoring,31.170212765957444
2023-10-24,non-censoring,67.3155237009285
2023-10-24,censoring,32.684476299071505
2023-10-25,non-censoring,68.22152761080388
2023-10-25,censoring,31.77847238919612
2023-10-26,non-censoring,67.98903402676987
2023-10-26,censoring,32.01096597323013
2023-10-27,non-censoring,68.81511429015706
2023-10-27,censoring,31.184885709842945
2023-10-28,non-censoring,68.20728291316527
2023-10-28,censoring,31.79271708683473
2023-10-29,non-censoring,68.87665549704803
2023-10-29,censoring,31.123344502951973
2023-10-30,non-censoring,69.59032383925089
2023-10-30,censoring,30.40967616074912
2023-10-31,non-censoring,68.10044175773075
2023-10-31,censoring,31.899558242269237
2023-11-01,non-censoring,67.79928881864875
2023-11-01,censoring,32.200711181351245
2023-11-02,non-censoring,69.06108146850363
2023-11-02,censoring,30.93891853149638
2023-11-03,non-censoring,68.35778957227599
2023-11-03,censoring,31.64221042772401
2023-11-04,non-censoring,68.85144055292382
2023-11-04,censoring,31.148559447076185
2023-11-05,non-censoring,69.9738489579206
2023-11-05,censoring,30.0261510420794
2023-11-06,non-censoring,69.28427886844953
2023-11-06,censoring,30.71572113155047
2023-11-07,non-censoring,67.53256704980843
2023-11-07,censoring,32.46743295019157
2023-11-08,non-censoring,67.84978245935424
2023-11-08,censoring,32.150217540645755
2023-11-09,non-censoring,68.43786521231009
2023-11-09,censoring,31.56213478768991
2023-11-10,non-censoring,70.42981711551816
2023-11-10,censoring,29.570182884481827
2023-11-11,non-censoring,68.79892464616114
2023-11-11,censoring,31.201075353838853
2023-11-12,non-censoring,69.25577131427619
2023-11-12,censoring,30.74422868572381
2023-11-13,non-censoring,68.37671636761856
2023-11-13,censoring,31.623283632381433
2023-11-14,non-censoring,66.98925613056672
2023-11-14,censoring,33.01074386943328
2023-11-15,non-censoring,66.881667080129
2023-11-15,censoring,33.118332919871
2023-11-16,non-censoring,68.81740598330676
2023-11-16,censoring,31.182594016693237
2023-11-17,non-censoring,68.99722552516845
2023-11-17,censoring,31.00277447483155
2023-11-18,non-censoring,68.78218973251371
2023-11-18,censoring,31.217810267486296
2023-11-19,non-censoring,69.15644429507645
2023-11-19,censoring,30.843555704923542
2023-11-20,non-censoring,69.65203471227568
2023-11-20,censoring,30.34796528772432
2023-11-21,non-censoring,69.32480105012716
2023-11-21,censoring,30.675198949872833
2023-11-22,non-censoring,69.3750518715246
2023-11-22,censoring,30.624948128475392
2023-11-23,non-censoring,69.00542202800032
2023-11-23,censoring,30.994577971999675
2023-11-24,non-censoring,70.91844813935076
2023-11-24,censoring,29.081551860649245
2023-11-25,non-censoring,71.24193548387096
2023-11-25,censoring,28.758064516129032
2023-11-26,non-censoring,71.23872422680412
2023-11-26,censoring,28.761275773195877
2023-11-27,non-censoring,70.46657438319355
2023-11-27,censoring,29.533425616806447
2023-11-28,non-censoring,71.27548980407838
2023-11-28,censoring,28.72451019592163
2023-11-29,non-censoring,70.22543260835053
2023-11-29,censoring,29.77456739164947
2023-11-30,non-censoring,69.30379746835443
2023-11-30,censoring,30.69620253164557
2023-12-01,non-censoring,69.4243447499598
2023-12-01,censoring,30.5756552500402
2023-12-02,non-censoring,69.54520200015875
2023-12-02,censoring,30.45479799984126
2023-12-03,non-censoring,70.6379834140734
2023-12-03,censoring,29.362016585926593
2023-12-04,non-censoring,70.14593123917882
2023-12-04,censoring,29.85406876082117
2023-12-05,non-censoring,70.12619317262579
2023-12-05,censoring,29.87380682737421
2023-12-06,non-censoring,71.03370241655217
2023-12-06,censoring,28.96629758344783
2023-12-07,non-censoring,70.60988873086255
2023-12-07,censoring,29.390111269137453
2023-12-08,non-censoring,70.47129959413567
2023-12-08,censoring,29.528700405864328
2023-12-09,non-censoring,71.18798739007798
2023-12-09,censoring,28.812012609922018
2023-12-10,non-censoring,71.46496815286623
2023-12-10,censoring,28.53503184713376
2023-12-11,non-censoring,69.42351646491154
2023-12-11,censoring,30.57648353508846
2023-12-12,non-censoring,69.93268511593119
2023-12-12,censoring,30.067314884068814
2023-12-13,non-censoring,69.31583725344557
2023-12-13,censoring,30.684162746554428
2023-12-14,non-censoring,69.37047994740303
2023-12-14,censoring,30.629520052596977
2023-12-15,non-censoring,67.94969190512366
2023-12-15,censoring,32.05030809487634
2023-12-16,non-censoring,67.64196675900277
2023-12-16,censoring,32.35803324099723
2023-12-17,non-censoring,67.5621631020692
2023-12-17,censoring,32.437836897930794
